k_12x3x1 greedy 12 3 1 21.923905	k_12x3x1.greedy 0	k_12x3x1.greedy 15	k_12x3x1 pbqp 12 3 1 21.305428	k_12x3x1.pbqp 0	k_12x3x1.pbqp 15
k_12x4x1 greedy 12 4 1 18.475792	k_12x4x1.greedy 0	k_12x4x1.greedy 16	k_12x4x1 pbqp 12 4 1 18.499133	k_12x4x1.pbqp 0	k_12x4x1.pbqp 16
k_13x1x1 greedy 13 1 1 21.920701	k_13x1x1.greedy 0	k_13x1x1.greedy 14	k_13x1x1 pbqp 13 1 1 21.941064	k_13x1x1.pbqp 0	k_13x1x1.pbqp 14
k_13x1x2 greedy 13 1 2 29.902377	k_13x1x2.greedy 0	k_13x1x2.greedy 29	k_13x1x2 pbqp 13 1 2 29.776719	k_13x1x2.pbqp 0	k_13x1x2.pbqp 29
k_13x1x3 greedy 13 1 3 11.881064	k_13x1x3.greedy 18	k_13x1x3.greedy 32	k_13x1x3 pbqp 13 1 3 13.961688	k_13x1x3.pbqp 15	k_13x1x3.pbqp 32
k_13x2x1 greedy 13 2 1 22.737225	k_13x2x1.greedy 0	k_13x2x1.greedy 15	k_13x2x1 pbqp 13 2 1 22.808584	k_13x2x1.pbqp 0	k_13x2x1.pbqp 15
k_13x2x2 greedy 13 2 2 15.295163	k_13x2x2.greedy 15	k_13x2x2.greedy 32	k_13x2x2 pbqp 13 2 2 15.055757	k_13x2x2.pbqp 10	k_13x2x2.pbqp 32
k_13x3x1 greedy 13 3 1 22.246690	k_13x3x1.greedy 0	k_13x3x1.greedy 16	k_13x3x1 pbqp 13 3 1 22.006236	k_13x3x1.pbqp 0	k_13x3x1.pbqp 16
k_14x1x1 greedy 14 1 1 22.835711	k_14x1x1.greedy 0	k_14x1x1.greedy 15	k_14x1x1 pbqp 14 1 1 22.828310	k_14x1x1.pbqp 0	k_14x1x1.pbqp 15
k_14x1x2 greedy 14 1 2 29.949697	k_14x1x2.greedy 0	k_14x1x2.greedy 31	k_14x1x2 pbqp 14 1 2 29.647165	k_14x1x2.pbqp 0	k_14x1x2.pbqp 31
