k_10x1x1 greedy 10 1 1 17.653028	k_10x1x1.greedy 0	k_10x1x1.greedy 16	k_10x1x1 greedy 10 1 1 10.170419	k_10x1x1.greedy 0	k_10x1x1.greedy 12
k_10x1x2 greedy 10 1 2 12.808522	k_10x1x2.greedy 9	k_10x1x2.greedy 16	k_10x1x2 greedy 10 1 2 5.775031	k_10x1x2.greedy 11	k_10x1x2.greedy 16
k_10x2x1 greedy 10 2 1 16.783619	k_10x2x1.greedy 1	k_10x2x1.greedy 16	k_10x2x1 greedy 10 2 1 10.073721	k_10x2x1.greedy 0	k_10x2x1.greedy 12
k_11x1x1 greedy 11 1 1 16.135781	k_11x1x1.greedy 4	k_11x1x1.greedy 16	k_11x1x1 greedy 11 1 1 10.169154	k_11x1x1.greedy 0	k_11x1x1.greedy 13
k_12x1x1 greedy 12 1 1 15.120207	k_12x1x1.greedy 4	k_12x1x1.greedy 16	k_12x1x1 greedy 12 1 1 10.106721	k_12x1x1.greedy 0	k_12x1x1.greedy 14
k_13x1x1 greedy 13 1 1 14.778129	k_13x1x1.greedy 7	k_13x1x1.greedy 16	k_13x1x1 greedy 13 1 1 9.806297	k_13x1x1.greedy 0	k_13x1x1.greedy 15
k_14x1x1 greedy 14 1 1 14.358704	k_14x1x1.greedy 10	k_14x1x1.greedy 16	k_14x1x1 greedy 14 1 1 9.827345	k_14x1x1.greedy 0	k_14x1x1.greedy 16
k_1x10x1 greedy 1 10 1 2.955070	k_1x10x1.greedy 0	k_1x10x1.greedy 11	k_1x10x1 greedy 1 10 1 1.758185	k_1x10x1.greedy 0	k_1x10x1.greedy 11
k_1x10x2 greedy 1 10 2 5.347734	k_1x10x2.greedy 0	k_1x10x2.greedy 12	k_1x10x2 greedy 1 10 2 3.337814	k_1x10x2.greedy 0	k_1x10x2.greedy 12
k_1x11x1 greedy 1 11 1 2.953984	k_1x11x1.greedy 0	k_1x11x1.greedy 12	k_1x11x1 greedy 1 11 1 1.770013	k_1x11x1.greedy 0	k_1x11x1.greedy 12
k_1x12x1 greedy 1 12 1 2.952616	k_1x12x1.greedy 0	k_1x12x1.greedy 13	k_1x12x1 greedy 1 12 1 1.762424	k_1x12x1.greedy 0	k_1x12x1.greedy 13
k_1x13x1 greedy 1 13 1 2.953115	k_1x13x1.greedy 0	k_1x13x1.greedy 14	k_1x13x1 greedy 1 13 1 1.743319	k_1x13x1.greedy 0	k_1x13x1.greedy 14
k_1x14x1 greedy 1 14 1 2.952514	k_1x14x1.greedy 0	k_1x14x1.greedy 15	k_1x14x1 greedy 1 14 1 1.745125	k_1x14x1.greedy 0	k_1x14x1.greedy 15
k_1x1x10 greedy 1 1 10 11.009224	k_1x1x10.greedy 0	k_1x1x10.greedy 11	k_1x1x10 greedy 1 1 10 6.151068	k_1x1x10.greedy 0	k_1x1x10.greedy 11
k_1x1x11 greedy 1 1 11 11.042375	k_1x1x11.greedy 0	k_1x1x11.greedy 12	k_1x1x11 greedy 1 1 11 6.176181	k_1x1x11.greedy 0	k_1x1x11.greedy 12
k_1x1x12 greedy 1 1 12 11.054718	k_1x1x12.greedy 0	k_1x1x12.greedy 13	k_1x1x12 greedy 1 1 12 6.155082	k_1x1x12.greedy 0	k_1x1x12.greedy 13
k_1x1x13 greedy 1 1 13 11.079457	k_1x1x13.greedy 0	k_1x1x13.greedy 14	k_1x1x13 greedy 1 1 13 6.173971	k_1x1x13.greedy 0	k_1x1x13.greedy 14
k_1x1x14 greedy 1 1 14 11.080870	k_1x1x14.greedy 0	k_1x1x14.greedy 15	k_1x1x14 greedy 1 1 14 6.155468	k_1x1x14.greedy 0	k_1x1x14.greedy 15
k_1x1x1 greedy 1 1 1 2.950069	k_1x1x1.greedy 0	k_1x1x1.greedy 2	k_1x1x1 greedy 1 1 1 1.380088	k_1x1x1.greedy 0	k_1x1x1.greedy 2
k_1x1x2 greedy 1 1 2 5.659570	k_1x1x2.greedy 0	k_1x1x2.greedy 3	k_1x1x2 greedy 1 1 2 3.338016	k_1x1x2.greedy 0	k_1x1x2.greedy 3
k_1x1x3 greedy 1 1 3 9.021378	k_1x1x3.greedy 0	k_1x1x3.greedy 4	k_1x1x3 greedy 1 1 3 4.818245	k_1x1x3.greedy 0	k_1x1x3.greedy 4
k_1x1x4 greedy 1 1 4 10.313974	k_1x1x4.greedy 0	k_1x1x4.greedy 5	k_1x1x4 greedy 1 1 4 6.010384	k_1x1x4.greedy 0	k_1x1x4.greedy 5
k_1x1x5 greedy 1 1 5 8.048564	k_1x1x5.greedy 0	k_1x1x5.greedy 6	k_1x1x5 greedy 1 1 5 5.273364	k_1x1x5.greedy 0	k_1x1x5.greedy 6
k_1x1x6 greedy 1 1 6 8.576224	k_1x1x6.greedy 0	k_1x1x6.greedy 7	k_1x1x6 greedy 1 1 6 6.155950	k_1x1x6.greedy 0	k_1x1x6.greedy 7
k_1x1x7 greedy 1 1 7 8.527532	k_1x1x7.greedy 0	k_1x1x7.greedy 8	k_1x1x7 greedy 1 1 7 5.553539	k_1x1x7.greedy 0	k_1x1x7.greedy 8
k_1x1x8 greedy 1 1 8 8.997515	k_1x1x8.greedy 0	k_1x1x8.greedy 9	k_1x1x8 greedy 1 1 8 6.208196	k_1x1x8.greedy 0	k_1x1x8.greedy 9
k_1x1x9 greedy 1 1 9 10.981457	k_1x1x9.greedy 0	k_1x1x9.greedy 10	k_1x1x9 greedy 1 1 9 6.148267	k_1x1x9.greedy 0	k_1x1x9.greedy 10
k_1x2x10 greedy 1 2 10 10.778104	k_1x2x10.greedy 0	k_1x2x10.greedy 12	k_1x2x10 greedy 1 2 10 5.938084	k_1x2x10.greedy 0	k_1x2x10.greedy 12
k_1x2x1 greedy 1 2 1 2.957012	k_1x2x1.greedy 0	k_1x2x1.greedy 3	k_1x2x1 greedy 1 2 1 1.556812	k_1x2x1.greedy 0	k_1x2x1.greedy 3
k_1x2x2 greedy 1 2 2 5.667815	k_1x2x2.greedy 0	k_1x2x2.greedy 4	k_1x2x2 greedy 1 2 2 3.353225	k_1x2x2.greedy 0	k_1x2x2.greedy 4
k_1x2x3 greedy 1 2 3 9.011187	k_1x2x3.greedy 0	k_1x2x3.greedy 5	k_1x2x3 greedy 1 2 3 4.817772	k_1x2x3.greedy 0	k_1x2x3.greedy 5
k_1x2x4 greedy 1 2 4 10.129291	k_1x2x4.greedy 0	k_1x2x4.greedy 6	k_1x2x4 greedy 1 2 4 5.536892	k_1x2x4.greedy 0	k_1x2x4.greedy 6
k_1x2x5 greedy 1 2 5 8.403238	k_1x2x5.greedy 0	k_1x2x5.greedy 7	k_1x2x5 greedy 1 2 5 5.218168	k_1x2x5.greedy 0	k_1x2x5.greedy 7
k_1x2x6 greedy 1 2 6 9.588975	k_1x2x6.greedy 0	k_1x2x6.greedy 8	k_1x2x6 greedy 1 2 6 5.723987	k_1x2x6.greedy 0	k_1x2x6.greedy 8
k_1x2x7 greedy 1 2 7 8.705314	k_1x2x7.greedy 0	k_1x2x7.greedy 9	k_1x2x7 greedy 1 2 7 5.438495	k_1x2x7.greedy 0	k_1x2x7.greedy 9
k_1x2x8 greedy 1 2 8 9.830893	k_1x2x8.greedy 0	k_1x2x8.greedy 10	k_1x2x8 greedy 1 2 8 5.837915	k_1x2x8.greedy 0	k_1x2x8.greedy 10
k_1x2x9 greedy 1 2 9 10.638907	k_1x2x9.greedy 0	k_1x2x9.greedy 11	k_1x2x9 greedy 1 2 9 5.914637	k_1x2x9.greedy 0	k_1x2x9.greedy 11
k_1x3x1 greedy 1 3 1 2.959571	k_1x3x1.greedy 0	k_1x3x1.greedy 4	k_1x3x1 greedy 1 3 1 1.769215	k_1x3x1.greedy 0	k_1x3x1.greedy 4
k_1x3x2 greedy 1 3 2 5.246710	k_1x3x2.greedy 0	k_1x3x2.greedy 5	k_1x3x2 greedy 1 3 2 3.345310	k_1x3x2.greedy 0	k_1x3x2.greedy 5
k_1x3x3 greedy 1 3 3 9.059458	k_1x3x3.greedy 0	k_1x3x3.greedy 6	k_1x3x3 greedy 1 3 3 4.798539	k_1x3x3.greedy 0	k_1x3x3.greedy 6
k_1x3x4 greedy 1 3 4 9.807156	k_1x3x4.greedy 0	k_1x3x4.greedy 7	k_1x3x4 greedy 1 3 4 5.949207	k_1x3x4.greedy 0	k_1x3x4.greedy 7
k_1x3x5 greedy 1 3 5 8.456393	k_1x3x5.greedy 0	k_1x3x5.greedy 8	k_1x3x5 greedy 1 3 5 5.192222	k_1x3x5.greedy 0	k_1x3x5.greedy 8
k_1x3x6 greedy 1 3 6 9.588697	k_1x3x6.greedy 0	k_1x3x6.greedy 9	k_1x3x6 greedy 1 3 6 6.071948	k_1x3x6.greedy 0	k_1x3x6.greedy 9
k_1x3x7 greedy 1 3 7 8.958064	k_1x3x7.greedy 0	k_1x3x7.greedy 10	k_1x3x7 greedy 1 3 7 5.428235	k_1x3x7.greedy 0	k_1x3x7.greedy 10
k_1x4x1 greedy 1 4 1 2.957313	k_1x4x1.greedy 0	k_1x4x1.greedy 5	k_1x4x1 greedy 1 4 1 1.767987	k_1x4x1.greedy 0	k_1x4x1.greedy 5
k_1x4x2 greedy 1 4 2 5.609756	k_1x4x2.greedy 0	k_1x4x2.greedy 6	k_1x4x2 greedy 1 4 2 3.343433	k_1x4x2.greedy 0	k_1x4x2.greedy 6
k_1x4x3 greedy 1 4 3 8.977874	k_1x4x3.greedy 0	k_1x4x3.greedy 7	k_1x4x3 greedy 1 4 3 4.790438	k_1x4x3.greedy 0	k_1x4x3.greedy 7
k_1x4x4 greedy 1 4 4 10.166684	k_1x4x4.greedy 0	k_1x4x4.greedy 8	k_1x4x4 greedy 1 4 4 5.554937	k_1x4x4.greedy 0	k_1x4x4.greedy 8
k_1x4x5 greedy 1 4 5 8.444827	k_1x4x5.greedy 0	k_1x4x5.greedy 9	k_1x4x5 greedy 1 4 5 5.106489	k_1x4x5.greedy 0	k_1x4x5.greedy 9
k_1x5x1 greedy 1 5 1 2.952898	k_1x5x1.greedy 0	k_1x5x1.greedy 6	k_1x5x1 greedy 1 5 1 1.767613	k_1x5x1.greedy 0	k_1x5x1.greedy 6
k_1x5x2 greedy 1 5 2 5.615463	k_1x5x2.greedy 0	k_1x5x2.greedy 7	k_1x5x2 greedy 1 5 2 3.345782	k_1x5x2.greedy 0	k_1x5x2.greedy 7
k_1x5x3 greedy 1 5 3 9.047130	k_1x5x3.greedy 0	k_1x5x3.greedy 8	k_1x5x3 greedy 1 5 3 4.763548	k_1x5x3.greedy 0	k_1x5x3.greedy 8
k_1x5x4 greedy 1 5 4 9.617596	k_1x5x4.greedy 0	k_1x5x4.greedy 9	k_1x5x4 greedy 1 5 4 5.820001	k_1x5x4.greedy 0	k_1x5x4.greedy 9
k_1x6x1 greedy 1 6 1 2.956870	k_1x6x1.greedy 0	k_1x6x1.greedy 7	k_1x6x1 greedy 1 6 1 1.760779	k_1x6x1.greedy 0	k_1x6x1.greedy 7
k_1x6x2 greedy 1 6 2 5.453152	k_1x6x2.greedy 0	k_1x6x2.greedy 8	k_1x6x2 greedy 1 6 2 3.337018	k_1x6x2.greedy 0	k_1x6x2.greedy 8
k_1x6x3 greedy 1 6 3 9.001734	k_1x6x3.greedy 0	k_1x6x3.greedy 9	k_1x6x3 greedy 1 6 3 4.741043	k_1x6x3.greedy 0	k_1x6x3.greedy 9
k_1x7x1 greedy 1 7 1 2.957278	k_1x7x1.greedy 0	k_1x7x1.greedy 8	k_1x7x1 greedy 1 7 1 1.764924	k_1x7x1.greedy 0	k_1x7x1.greedy 8
k_1x7x2 greedy 1 7 2 5.502054	k_1x7x2.greedy 0	k_1x7x2.greedy 9	k_1x7x2 greedy 1 7 2 3.335289	k_1x7x2.greedy 0	k_1x7x2.greedy 9
k_1x7x3 greedy 1 7 3 8.993602	k_1x7x3.greedy 0	k_1x7x3.greedy 10	k_1x7x3 greedy 1 7 3 4.737601	k_1x7x3.greedy 0	k_1x7x3.greedy 10
k_1x8x1 greedy 1 8 1 2.953724	k_1x8x1.greedy 0	k_1x8x1.greedy 9	k_1x8x1 greedy 1 8 1 1.768561	k_1x8x1.greedy 0	k_1x8x1.greedy 9
